"CubeId";"SNB20@SNB.CTR.REAL"
"PublishingDate";"2023-11-07 08:55"

"Date";"frequency";"DEFL";"CTRY";"Value"
"2005-01";"P1M";"CPI";"PH";"139.60217121"
"2005-01";"P1M";"CPI";"PL";"96.16640164"
"2005-01";"P1M";"CPI";"PT";"89.07351173"
"2005-01";"P1M";"CPI";"RO";"86.63127207"
"2005-01";"P1M";"CPI";"RU";"84.77518523"
"2005-01";"P1M";"CPI";"SA";"145.38872173"
"2005-01";"P1M";"CPI";"SE";"98.91361787"
"2005-01";"P1M";"CPI";"SG";"137.30097933"
"2005-01";"P1M";"CPI";"SI";"91.8747554"
"2005-01";"P1M";"CPI";"SK";"70.38064467"
"2005-01";"P1M";"CPI";"TH";"122.55734839"
"2005-01";"P1M";"CPI";"TR";"109.11439518"
"2005-01";"P1M";"CPI";"US";"134.3744141"
"2005-01";"P1M";"CPI";"ZA";"96.815805"
"2005-02";"P1M";"CPI";"AR";"275.91413865"
"2005-02";"P1M";"CPI";"AT";"92.79182079"
"2005-02";"P1M";"CPI";"AU";"91.29594051"
"2005-02";"P1M";"CPI";"BE";"92.99523442"
"2005-02";"P1M";"CPI";"BG";"83.78662447"
"2005-02";"P1M";"CPI";"BR";"134.05565408"
"2005-02";"P1M";"CPI";"CA";"108.49815207"
"2005-02";"P1M";"CPI";"CL";"132.29417308"
"2005-02";"P1M";"CPI";"CN";"137.38522084"
"2005-02";"P1M";"CPI";"CYP";"90.93516988"
"2005-02";"P1M";"CPI";"CZ";"79.9818324"
"2005-02";"P1M";"CPI";"DE";"95.15461408"
"2005-02";"P1M";"CPI";"DK";"93.3215011"
"2005-02";"P1M";"CPI";"EE";"88.79793491"
"2005-02";"P1M";"CPI";"EG";"177.34288419"
"2005-02";"P1M";"CPI";"ES";"88.92634899"
"2005-02";"P1M";"CPI";"FI";"96.56717808"
"2005-02";"P1M";"CPI";"FR";"93.11140896"
"2005-02";"P1M";"CPI";"GB";"106.09152152"
"2005-02";"P1M";"CPI";"GR";"88.11427924"
"2005-02";"P1M";"CPI";"HK";"155.94734574"
"2005-02";"P1M";"CPI";"HR";"91.16956263"
"2005-02";"P1M";"CPI";"HU";"74.3295963"
"2005-02";"P1M";"CPI";"IE";"87.80854708"
"2005-02";"P1M";"CPI";"ILS";"145.94642823"
"2005-02";"P1M";"CPI";"IN";"115.10898972"
"2005-02";"P1M";"CPI";"IT";"91.37173032"
"2005-02";"P1M";"CPI";"JO";"130.48422998"
"2005-02";"P1M";"CPI";"JP";"138.73085296"
"2005-02";"P1M";"CPI";"KR";"106.56642452"
"2005-02";"P1M";"CPI";"LT";"93.92099022"
"2005-02";"P1M";"CPI";"LU";"92.46052485"
"2005-02";"P1M";"CPI";"LV";"106.69105821"
"2005-02";"P1M";"CPI";"MTL";"96.60523203"
"2005-02";"P1M";"CPI";"MX";"141.92542366"
"2005-02";"P1M";"CPI";"MY";"136.6857033"
"2005-02";"P1M";"CPI";"NL";"91.05912131"
"2005-02";"P1M";"CPI";"NO";"96.8314769"
"2005-02";"P1M";"CPI";"NZ";"80.06907337"
"2005-02";"P1M";"CPI";"PE";"125.38903028"
"2005-02";"P1M";"CPI";"PH";"135.8179213"
"2005-02";"P1M";"CPI";"PL";"93.8604161"
"2005-02";"P1M";"CPI";"PT";"88.88210916"
"2005-02";"P1M";"CPI";"RO";"82.6294899"
"2005-02";"P1M";"CPI";"RU";"83.28306672"
"2005-02";"P1M";"CPI";"SA";"144.2282779"
"2005-02";"P1M";"CPI";"SE";"98.89077563"
"2005-02";"P1M";"CPI";"SG";"135.31914112"
"2005-02";"P1M";"CPI";"SI";"91.20576155"
"2005-02";"P1M";"CPI";"SK";"69.48491683"
"2005-02";"P1M";"CPI";"TH";"120.13493689"
"2005-02";"P1M";"CPI";"TR";"104.56408982"
"2005-02";"P1M";"CPI";"US";"132.61855475"
"2005-02";"P1M";"CPI";"ZA";"96.56019341"
"2005-03";"P1M";"CPI";"AR";"278.09537736"
"2005-03";"P1M";"CPI";"AT";"92.77484798"
"2005-03";"P1M";"CPI";"AU";"92.19637637"
"2005-03";"P1M";"CPI";"BE";"92.76098008"
"2005-03";"P1M";"CPI";"BG";"83.63893641"
"2005-03";"P1M";"CPI";"BR";"140.78924925"
"2005-03";"P1M";"CPI";"CA";"108.08496549"
"2005-03";"P1M";"CPI";"CL";"137.08904149"
"2005-03";"P1M";"CPI";"CN";"139.62450978"
"2005-03";"P1M";"CPI";"CYP";"91.18464744"
"2005-03";"P1M";"CPI";"CZ";"79.71313539"
"2005-03";"P1M";"CPI";"DE";"95.14102004"
"2005-03";"P1M";"CPI";"DK";"93.35489324"
"2005-03";"P1M";"CPI";"EE";"88.49115282"
"2005-03";"P1M";"CPI";"EG";"179.05082399"
"2005-03";"P1M";"CPI";"ES";"88.89763093"
"2005-03";"P1M";"CPI";"FI";"96.76986211"
"2005-03";"P1M";"CPI";"FR";"93.03442981"
"2005-03";"P1M";"CPI";"GB";"106.65733412"
"2005-03";"P1M";"CPI";"GR";"88.19307263"
"2005-03";"P1M";"CPI";"HK";"158.59950703"
"2005-03";"P1M";"CPI";"HR";"89.94758566"
"2005-03";"P1M";"CPI";"HU";"74.59068965"
"2005-03";"P1M";"CPI";"IE";"88.03655698"
"2005-03";"P1M";"CPI";"ILS";"146.95154438"
"2005-03";"P1M";"CPI";"IN";"116.5693198"
"2005-03";"P1M";"CPI";"IT";"91.42964283"
"2005-03";"P1M";"CPI";"JO";"132.2894447"
"2005-03";"P1M";"CPI";"JP";"141.5440697"
"2005-03";"P1M";"CPI";"KR";"106.56916949"
"2005-03";"P1M";"CPI";"LT";"93.87958828"
"2005-03";"P1M";"CPI";"LU";"92.52242714"
"2005-03";"P1M";"CPI";"LV";"106.5707976"
"2005-03";"P1M";"CPI";"MTL";"96.8351321"
"2005-03";"P1M";"CPI";"MX";"143.98051271"
"2005-03";"P1M";"CPI";"MY";"138.57150294"
"2005-03";"P1M";"CPI";"NL";"91.18298884"
"2005-03";"P1M";"CPI";"NO";"95.34523472"
"2005-03";"P1M";"CPI";"NZ";"79.62264336"
"2005-03";"P1M";"CPI";"PE";"127.09216445"
"2005-03";"P1M";"CPI";"PH";"136.40146693"
"2005-03";"P1M";"CPI";"PL";"94.97725259"
"2005-03";"P1M";"CPI";"PT";"89.25166422"
"2005-03";"P1M";"CPI";"RO";"81.46775837"
"2005-03";"P1M";"CPI";"RU";"82.58946139"
"2005-03";"P1M";"CPI";"SA";"146.57843004"
"2005-03";"P1M";"CPI";"SE";"99.6053613"
"2005-03";"P1M";"CPI";"SG";"136.92684971"
"2005-03";"P1M";"CPI";"SI";"90.87907736"
"2005-03";"P1M";"CPI";"SK";"69.98064953"
"2005-03";"P1M";"CPI";"TH";"121.6472199"
"2005-03";"P1M";"CPI";"TR";"105.91076844"
"2005-03";"P1M";"CPI";"US";"134.19400528"
"2005-03";"P1M";"CPI";"ZA";"98.2434529"
"2005-04";"P1M";"CPI";"AR";"270.67314146"
"2005-04";"P1M";"CPI";"AT";"93.1897889"
"2005-04";"P1M";"CPI";"AU";"91.75782043"
"2005-04";"P1M";"CPI";"BE";"92.83118433"
"2005-04";"P1M";"CPI";"BG";"82.8334644"
"2005-04";"P1M";"CPI";"BR";"131.19506304"
"2005-04";"P1M";"CPI";"CA";"107.65138303"
"2005-04";"P1M";"CPI";"CL";"132.52337852"
"2005-04";"P1M";"CPI";"CN";"137.50614622"
"2005-04";"P1M";"CPI";"CYP";"91.26661115"
"2005-04";"P1M";"CPI";"CZ";"80.55213469"
"2005-04";"P1M";"CPI";"DE";"95.49197113"
"2005-04";"P1M";"CPI";"DK";"93.24268114"
"2005-04";"P1M";"CPI";"EE";"88.51981541"
"2005-04";"P1M";"CPI";"EG";"174.95936292"
"2005-04";"P1M";"CPI";"ES";"88.72398735"
"2005-04";"P1M";"CPI";"FI";"96.95823888"
"2005-04";"P1M";"CPI";"FR";"93.17076653"
"2005-04";"P1M";"CPI";"GB";"105.21972626"
"2005-04";"P1M";"CPI";"GR";"87.9440041"
"2005-04";"P1M";"CPI";"HK";"155.87103638"
"2005-04";"P1M";"CPI";"HR";"89.65978667"
"2005-04";"P1M";"CPI";"HU";"75.15340747"
"2005-04";"P1M";"CPI";"IE";"88.02243144"
"2005-04";"P1M";"CPI";"ILS";"145.9461653"
"2005-04";"P1M";"CPI";"IN";"113.92917033"
"2005-04";"P1M";"CPI";"IT";"91.47456751"
"2005-04";"P1M";"CPI";"JO";"129.94997193"
"2005-04";"P1M";"CPI";"JP";"141.85885201"
"2005-04";"P1M";"CPI";"KR";"104.85718136"
"2005-04";"P1M";"CPI";"LT";"93.91535881"
"2005-04";"P1M";"CPI";"LU";"92.44033342"
"2005-04";"P1M";"CPI";"LV";"105.81989046"
"2005-04";"P1M";"CPI";"MTL";"96.50870873"
"2005-04";"P1M";"CPI";"MX";"140.40138891"
"2005-04";"P1M";"CPI";"MY";"136.09535687"
"2005-04";"P1M";"CPI";"NL";"91.35947182"
"2005-04";"P1M";"CPI";"NO";"94.95131495"
"2005-04";"P1M";"CPI";"NZ";"79.1059675"
"2005-04";"P1M";"CPI";"PE";"124.74634128"
"2005-04";"P1M";"CPI";"PH";"133.63021015"
"2005-04";"P1M";"CPI";"PL";"98.05842702"
"2005-04";"P1M";"CPI";"PT";"89.14260669"
"2005-04";"P1M";"CPI";"RO";"80.136166"
"2005-04";"P1M";"CPI";"RU";"80.79472137"
"2005-04";"P1M";"CPI";"SA";"144.1319397"
"2005-04";"P1M";"CPI";"SE";"100.57757816"
"2005-04";"P1M";"CPI";"SG";"136.06983363"
"2005-04";"P1M";"CPI";"SI";"91.29648551"
"2005-04";"P1M";"CPI";"SK";"71.44414739"
"2005-04";"P1M";"CPI";"TH";"122.1855583"
"2005-04";"P1M";"CPI";"TR";"107.26064856"
"2005-04";"P1M";"CPI";"US";"131.45828429"
"2005-04";"P1M";"CPI";"ZA";"98.10157859"
"2005-05";"P1M";"CPI";"AR";"262.95309064"
"2005-05";"P1M";"CPI";"AT";"93.1555885"
"2005-05";"P1M";"CPI";"AU";"90.6560593"
"2005-05";"P1M";"CPI";"BE";"92.75500981"
"2005-05";"P1M";"CPI";"BG";"82.64186518"
"2005-05";"P1M";"CPI";"BR";"121.28288265"
"2005-05";"P1M";"CPI";"CA";"107.65388879"
"2005-05";"P1M";"CPI";"CL";"129.19589598"
"2005-05";"P1M";"CPI";"CN";"134.76147303"
"2005-05";"P1M";"CPI";"CYP";"90.72628739"
"2005-05";"P1M";"CPI";"CZ";"80.89691013"
"2005-05";"P1M";"CPI";"DE";"95.27709462"
"2005-05";"P1M";"CPI";"DK";"93.13231251"
"2005-05";"P1M";"CPI";"EE";"88.37159913"
"2005-05";"P1M";"CPI";"EG";"171.17422237"
"2005-05";"P1M";"CPI";"ES";"88.60094447"
"2005-05";"P1M";"CPI";"FI";"97.17809094"
"2005-05";"P1M";"CPI";"FR";"93.23624629"
"2005-05";"P1M";"CPI";"GB";"105.21252332"
"2005-05";"P1M";"CPI";"GR";"87.74729299"
"2005-05";"P1M";"CPI";"HK";"152.53992129"
"2005-05";"P1M";"CPI";"HR";"89.0797364"
"2005-05";"P1M";"CPI";"HU";"76.16860626"
"2005-05";"P1M";"CPI";"IE";"87.74702553"
"2005-05";"P1M";"CPI";"ILS";"142.99910856"
"2005-05";"P1M";"CPI";"IN";"111.89708447"
"2005-05";"P1M";"CPI";"IT";"91.31753398"
"2005-05";"P1M";"CPI";"JO";"127.6609995"
"2005-05";"P1M";"CPI";"JP";"138.48901489"
"2005-05";"P1M";"CPI";"KR";"101.96807757"
"2005-05";"P1M";"CPI";"LT";"93.73809244"
"2005-05";"P1M";"CPI";"LU";"92.38855633"
"2005-05";"P1M";"CPI";"LV";"105.29268178"
"2005-05";"P1M";"CPI";"MTL";"96.06974422"
"2005-05";"P1M";"CPI";"MX";"135.40466725"
"2005-05";"P1M";"CPI";"MY";"132.67140403"
"2005-05";"P1M";"CPI";"NL";"91.37735661"
"2005-05";"P1M";"CPI";"NO";"93.45527887"
"2005-05";"P1M";"CPI";"NZ";"77.56997547"
"2005-05";"P1M";"CPI";"PE";"121.99370742"
"2005-05";"P1M";"CPI";"PH";"130.09992376"
"2005-05";"P1M";"CPI";"PL";"98.7969925"
"2005-05";"P1M";"CPI";"PT";"89.05357862"
"2005-05";"P1M";"CPI";"RO";"79.67135114"
"2005-05";"P1M";"CPI";"RU";"78.91845006"
"2005-05";"P1M";"CPI";"SA";"141.138954"
"2005-05";"P1M";"CPI";"SE";"100.84711429"
"2005-05";"P1M";"CPI";"SG";"133.38485329"
"2005-05";"P1M";"CPI";"SI";"91.37764489"
"2005-05";"P1M";"CPI";"SK";"70.92883968"
"2005-05";"P1M";"CPI";"TH";"120.4682303"
"2005-05";"P1M";"CPI";"TR";"105.02332073"
"2005-05";"P1M";"CPI";"US";"129.27866426"
"2005-05";"P1M";"CPI";"ZA";"99.06614162"
"2005-06";"P1M";"CPI";"AR";"249.14704015"
"2005-06";"P1M";"CPI";"AT";"93.14900222"
"2005-06";"P1M";"CPI";"AU";"86.86365963"
"2005-06";"P1M";"CPI";"BE";"92.57753795"
"2005-06";"P1M";"CPI";"BG";"82.43397814"
"2005-06";"P1M";"CPI";"BR";"114.50589465"
"2005-06";"P1M";"CPI";"CA";"101.99263461"
"2005-06";"P1M";"CPI";"CL";"125.09173479"
"2005-06";"P1M";"CPI";"CN";"129.35329017"
"2005-06";"P1M";"CPI";"CYP";"90.17503916"
"2005-06";"P1M";"CPI";"CZ";"80.04721956"
"2005-06";"P1M";"CPI";"DE";"95.34605272"
"2005-06";"P1M";"CPI";"DK";"93.17827706"
"2005-06";"P1M";"CPI";"EE";"87.94563666"
"2005-06";"P1M";"CPI";"EG";"163.99874681"
"2005-06";"P1M";"CPI";"ES";"88.52408577"
"2005-06";"P1M";"CPI";"FI";"97.22233643"
"2005-06";"P1M";"CPI";"FR";"93.27364998"
"2005-06";"P1M";"CPI";"GB";"103.06113158"
"2005-06";"P1M";"CPI";"GR";"87.75583987"
"2005-06";"P1M";"CPI";"HK";"145.74303347"
"2005-06";"P1M";"CPI";"HR";"88.88190395"
"2005-06";"P1M";"CPI";"HU";"74.99754309"
"2005-06";"P1M";"CPI";"IE";"87.70978035"
"2005-06";"P1M";"CPI";"ILS";"140.4352407"
"2005-06";"P1M";"CPI";"IN";"107.55855825"
"2005-06";"P1M";"CPI";"IT";"91.49575301"
"2005-06";"P1M";"CPI";"JO";"123.37842318"
"2005-06";"P1M";"CPI";"JP";"135.96673236"
"2005-06";"P1M";"CPI";"KR";"98.86539234"
"2005-06";"P1M";"CPI";"LT";"93.79624671"
"2005-06";"P1M";"CPI";"LU";"92.54802476"
"2005-06";"P1M";"CPI";"LV";"104.79024847"
"2005-06";"P1M";"CPI";"MTL";"96.15083996"
"2005-06";"P1M";"CPI";"MX";"128.06800047"
"2005-06";"P1M";"CPI";"MY";"127.14389679"
"2005-06";"P1M";"CPI";"NL";"91.3888209"
"2005-06";"P1M";"CPI";"NO";"91.26286447"
"2005-06";"P1M";"CPI";"NZ";"75.42468861"
"2005-06";"P1M";"CPI";"PE";"116.65691883"
"2005-06";"P1M";"CPI";"PH";"126.52653663"
"2005-06";"P1M";"CPI";"PL";"96.19915809"
"2005-06";"P1M";"CPI";"PT";"89.13602289"
"2005-06";"P1M";"CPI";"RO";"79.25679101"
"2005-06";"P1M";"CPI";"RU";"76.74187982"
"2005-06";"P1M";"CPI";"SA";"135.08830789"
"2005-06";"P1M";"CPI";"SE";"101.57992206"
"2005-06";"P1M";"CPI";"SG";"130.04083819"
"2005-06";"P1M";"CPI";"SI";"91.2973087"
"2005-06";"P1M";"CPI";"SK";"69.8286863"
"2005-06";"P1M";"CPI";"TH";"118.43137709"
"2005-06";"P1M";"CPI";"TR";"99.22493594"
"2005-06";"P1M";"CPI";"US";"124.0870076"
"2005-06";"P1M";"CPI";"ZA";"101.75642554"
"2005-07";"P1M";"CPI";"AR";"240.4240802"
"2005-07";"P1M";"CPI";"AT";"92.00987288"
"2005-07";"P1M";"CPI";"AU";"86.46612993"
"2005-07";"P1M";"CPI";"BE";"91.21249053"
"2005-07";"P1M";"CPI";"BG";"81.53458584"
"2005-07";"P1M";"CPI";"BR";"109.78984605"
"2005-07";"P1M";"CPI";"CA";"98.14933277"
"2005-07";"P1M";"CPI";"CL";"120.03809364"
"2005-07";"P1M";"CPI";"CN";"125.6261992"
"2005-07";"P1M";"CPI";"CYP";"88.72791813"
"2005-07";"P1M";"CPI";"CZ";"79.52227534"
"2005-07";"P1M";"CPI";"DE";"94.12216811"
"2005-07";"P1M";"CPI";"DK";"92.0361534"
"2005-07";"P1M";"CPI";"EE";"86.74837519"
"2005-07";"P1M";"CPI";"EG";"160.12036987"
"2005-07";"P1M";"CPI";"ES";"87.31091196"
"2005-07";"P1M";"CPI";"FI";"96.17385125"
"2005-07";"P1M";"CPI";"FR";"92.12137664"
"2005-07";"P1M";"CPI";"GB";"104.38418734"
"2005-07";"P1M";"CPI";"GR";"86.52468812"
"2005-07";"P1M";"CPI";"HK";"142.60319137"
"2005-07";"P1M";"CPI";"HR";"87.49594553"
"2005-07";"P1M";"CPI";"HU";"73.23132625"
"2005-07";"P1M";"CPI";"IE";"86.54273526"
"2005-07";"P1M";"CPI";"ILS";"139.11152262"
"2005-07";"P1M";"CPI";"IN";"104.53910319"
"2005-07";"P1M";"CPI";"IT";"90.22712872"
"2005-07";"P1M";"CPI";"JO";"118.30121641"
"2005-07";"P1M";"CPI";"JP";"137.06790005"
"2005-07";"P1M";"CPI";"KR";"98.95025467"
"2005-07";"P1M";"CPI";"LT";"92.75546727"
"2005-07";"P1M";"CPI";"LU";"91.17575438"
"2005-07";"P1M";"CPI";"LV";"103.35791081"
"2005-07";"P1M";"CPI";"MTL";"95.51494215"
"2005-07";"P1M";"CPI";"MX";"123.29071378"
"2005-07";"P1M";"CPI";"MY";"124.25332556"
"2005-07";"P1M";"CPI";"NL";"90.28659166"
"2005-07";"P1M";"CPI";"NO";"90.5486554"
"2005-07";"P1M";"CPI";"NZ";"76.81713926"
"2005-07";"P1M";"CPI";"PE";"114.11651259"
"2005-07";"P1M";"CPI";"PH";"125.14611406"
"2005-07";"P1M";"CPI";"PL";"95.91196705"
"2005-07";"P1M";"CPI";"PT";"87.68818042"
"2005-07";"P1M";"CPI";"RO";"76.80979904"
"2005-07";"P1M";"CPI";"RU";"75.11879419"
"2005-07";"P1M";"CPI";"SA";"132.38289762"
"2005-07";"P1M";"CPI";"SE";"102.31714369"
"2005-07";"P1M";"CPI";"SG";"127.96589575"
"2005-07";"P1M";"CPI";"SI";"89.77213938"
"2005-07";"P1M";"CPI";"SK";"69.611967"
"2005-07";"P1M";"CPI";"TH";"116.4062912"
"2005-07";"P1M";"CPI";"TR";"95.26100335"
"2005-07";"P1M";"CPI";"US";"120.88891762"
"2005-07";"P1M";"CPI";"ZA";"98.43424255"
"2005-08";"P1M";"CPI";"AR";"246.22747708"
"2005-08";"P1M";"CPI";"AT";"92.43678631"
"2005-08";"P1M";"CPI";"AU";"87.36089639"
"2005-08";"P1M";"CPI";"BE";"91.4889581"
"2005-08";"P1M";"CPI";"BG";"81.34500738"
"2005-08";"P1M";"CPI";"BR";"111.85617871"
"2005-08";"P1M";"CPI";"CA";"98.76130102"
"2005-08";"P1M";"CPI";"CL";"116.63622413"
"2005-08";"P1M";"CPI";"CN";"126.86858261"
"2005-08";"P1M";"CPI";"CYP";"88.78210983"
"2005-08";"P1M";"CPI";"CZ";"78.17078614"
"2005-08";"P1M";"CPI";"DE";"94.34936531"
"2005-08";"P1M";"CPI";"DK";"92.33594633"
"2005-08";"P1M";"CPI";"EE";"86.61584165"
"2005-08";"P1M";"CPI";"EG";"163.58985478"
"2005-08";"P1M";"CPI";"ES";"87.43848212"
"2005-08";"P1M";"CPI";"FI";"96.46065205"
"2005-08";"P1M";"CPI";"FR";"92.35622802"
"2005-08";"P1M";"CPI";"GB";"104.44547028"
"2005-08";"P1M";"CPI";"GR";"86.80319983"
"2005-08";"P1M";"CPI";"HK";"145.9436025"
"2005-08";"P1M";"CPI";"HR";"88.26091921"
"2005-08";"P1M";"CPI";"HU";"72.95813435"
"2005-08";"P1M";"CPI";"IE";"86.86884724"
"2005-08";"P1M";"CPI";"ILS";"140.85176052"
"2005-08";"P1M";"CPI";"IN";"107.15107563"
"2005-08";"P1M";"CPI";"IT";"90.54472084"
"2005-08";"P1M";"CPI";"JO";"120.29033456"
"2005-08";"P1M";"CPI";"JP";"139.35699887"
"2005-08";"P1M";"CPI";"KR";"99.78633578"
"2005-08";"P1M";"CPI";"LT";"92.69079772"
"2005-08";"P1M";"CPI";"LU";"91.36350211"
"2005-08";"P1M";"CPI";"LV";"102.99779712"
"2005-08";"P1M";"CPI";"MTL";"95.78772881"
"2005-08";"P1M";"CPI";"MX";"126.28397285"
"2005-08";"P1M";"CPI";"MY";"125.51741115"
"2005-08";"P1M";"CPI";"NL";"90.51584588"
"2005-08";"P1M";"CPI";"NO";"90.66668044"
"2005-08";"P1M";"CPI";"NZ";"76.66367309"
"2005-08";"P1M";"CPI";"PE";"117.46745615"
"2005-08";"P1M";"CPI";"PH";"127.69621256"
"2005-08";"P1M";"CPI";"PL";"94.75373397"
"2005-08";"P1M";"CPI";"PT";"87.72502551"
"2005-08";"P1M";"CPI";"RO";"75.44129333"
"2005-08";"P1M";"CPI";"RU";"75.96071706"
"2005-08";"P1M";"CPI";"SA";"135.6124776"
"2005-08";"P1M";"CPI";"SE";"101.6446468"
"2005-08";"P1M";"CPI";"SG";"129.10216944"
"2005-08";"P1M";"CPI";"SI";"90.44360649"
"2005-08";"P1M";"CPI";"SK";"69.58170057"
"2005-08";"P1M";"CPI";"TH";"117.02543815"
"2005-08";"P1M";"CPI";"TR";"97.31527831"
"2005-08";"P1M";"CPI";"US";"123.25066178"
"2005-08";"P1M";"CPI";"ZA";"97.2136293"
"2005-09";"P1M";"CPI";"AR";"246.29971699"
"2005-09";"P1M";"CPI";"AT";"92.80746422"
"2005-09";"P1M";"CPI";"AU";"86.97680852"
"2005-09";"P1M";"CPI";"BE";"91.82619617"
"2005-09";"P1M";"CPI";"BG";"81.24795195"
"2005-09";"P1M";"CPI";"BR";"108.72131906"
"2005-09";"P1M";"CPI";"CA";"96.02206696"
"2005-09";"P1M";"CPI";"CL";"114.16478733"
"2005-09";"P1M";"CPI";"CN";"126.95810822"
"2005-09";"P1M";"CPI";"CYP";"88.78120156"
"2005-09";"P1M";"CPI";"CZ";"77.62217636"
"2005-09";"P1M";"CPI";"DE";"94.62628718"
"2005-09";"P1M";"CPI";"DK";"92.60200103"
"2005-09";"P1M";"CPI";"EE";"86.42787536"
"2005-09";"P1M";"CPI";"EG";"163.74978109"
"2005-09";"P1M";"CPI";"ES";"87.42434111"
"2005-09";"P1M";"CPI";"FI";"96.78196886"
"2005-09";"P1M";"CPI";"FR";"92.53431807"
"2005-09";"P1M";"CPI";"GB";"103.6646805"
"2005-09";"P1M";"CPI";"GR";"86.90095151"
"2005-09";"P1M";"CPI";"HK";"145.27029184"
"2005-09";"P1M";"CPI";"HR";"89.34248467"
"2005-09";"P1M";"CPI";"HU";"73.70812678"
"2005-09";"P1M";"CPI";"IE";"86.66507245"
"2005-09";"P1M";"CPI";"ILS";"141.629784"
"2005-09";"P1M";"CPI";"IN";"107.56367068"
"2005-09";"P1M";"CPI";"IT";"90.96057095"
"2005-09";"P1M";"CPI";"JO";"119.30583405"
"2005-09";"P1M";"CPI";"JP";"140.08697673"
"2005-09";"P1M";"CPI";"KR";"100.62050681"
"2005-09";"P1M";"CPI";"LT";"92.5682922"
"2005-09";"P1M";"CPI";"LU";"91.58005038"
"2005-09";"P1M";"CPI";"LV";"102.43490763"
"2005-09";"P1M";"CPI";"MTL";"95.98118169"
"2005-09";"P1M";"CPI";"MX";"127.73825585"
"2005-09";"P1M";"CPI";"MY";"125.98684366"
"2005-09";"P1M";"CPI";"NL";"90.87297829"
"2005-09";"P1M";"CPI";"NO";"89.9066238"
"2005-09";"P1M";"CPI";"NZ";"76.23199598"
"2005-09";"P1M";"CPI";"PE";"119.53229671"
"2005-09";"P1M";"CPI";"PH";"127.67129807"
"2005-09";"P1M";"CPI";"PL";"92.25201617"
"2005-09";"P1M";"CPI";"PT";"88.08104123"
"2005-09";"P1M";"CPI";"RO";"75.69353538"
"2005-09";"P1M";"CPI";"RU";"75.35262316"
"2005-09";"P1M";"CPI";"SA";"135.8251954"
"2005-09";"P1M";"CPI";"SE";"102.16568424"
"2005-09";"P1M";"CPI";"SG";"130.69836229"
"2005-09";"P1M";"CPI";"SI";"90.03325571"
"2005-09";"P1M";"CPI";"SK";"69.29603661"
"2005-09";"P1M";"CPI";"TH";"116.18897213"
"2005-09";"P1M";"CPI";"TR";"96.71758645"
"2005-09";"P1M";"CPI";"US";"122.2727017"
"2005-09";"P1M";"CPI";"ZA";"95.68531754"
"2005-10";"P1M";"CPI";"AR";"244.52357039"
"2005-10";"P1M";"CPI";"AT";"93.04797047"
"2005-10";"P1M";"CPI";"AU";"86.69914548"
"2005-10";"P1M";"CPI";"BE";"92.11734759"
"2005-10";"P1M";"CPI";"BG";"80.94028645"
"2005-10";"P1M";"CPI";"BR";"104.28092636"
"2005-10";"P1M";"CPI";"CA";"94.51833848"
